Symbol,shortName,forwardPE,currentRatio,shortRatio,marketCap,sector,industry
CBL,"CBL & Associates Properties, In",-80.28205,1.163,7.36,961567680,Real Estate,REIT - Retail
CBRE,CBRE Group Inc,22.63,1.074,2.82,40739020800,Real Estate,Real Estate Services
CBT,Cabot Corporation,9.961085,2.003,6.59,4580090368,Basic Materials,Specialty Chemicals
CBZ,"CBIZ, Inc.",27.348534,1.492,5.66,4213776128,Industrials,Specialty Business Services
CC,Chemours Company (The),7.2554116,1.678,4.5,2504631040,Basic Materials,Specialty Chemicals
CCI,Crown Castle Inc.,34.399254,0.536,1.83,40065593344,Real Estate,REIT - Specialty
CCJ,Cameco Corporation,36.847458,2.876,3.55,18998020096,Energy,Uranium
CCK,"Crown Holdings, Inc.",12.705968,1.215,3.87,10344214528,Consumer Cyclical,Packaging & Containers
CCL,Carnival Corporation,13.499999,0.291,3.06,31390885888,Consumer Cyclical,Travel Services
CCM,Concord Medical Services Holdin,-31.859997,0.474,0.26,20749080,Healthcare,Medical Care Facilities
CCO,"Clear Channel Outdoor Holdings,",-9.642858,1.002,30.25,660255360,Communication Services,Advertising Agencies
CCRD,CoreCard Corporation,34.70968,4.898,1.79,170032752,Technology,Software - Application
CCS,"Century Communities, Inc.",5.747981,6.022,4.56,2203199232,Real Estate,Real Estate - Development
CCU,"Compania Cervecerias Unidas, S.",15.792683,2.063,10.15,2410746112,Consumer Defensive,Beverages - Brewers
CDE,"Coeur Mining, Inc.",8.666667,0.826,3.89,3487012608,Basic Materials,Gold
CDLR,Cadeler A/S,9.582474,1.821,22.14,1640454144,Industrials,Engineering & Construction
CDP,COPT Defense Properties,20.435116,2.859,6.41,3073624320,Real Estate,REIT - Office
CDRE,"Cadre Holdings, Inc.",25.059702,3.007,6.8,1363616768,Industrials,Aerospace & Defense
CE,Celanese Corporation,5.4844074,1.335,2.94,5767301120,Basic Materials,Chemicals
CEPU,Central Puerto S.A.,13.610527,2.128,2.08,1943042816,Utilities,Utilities - Regulated Electric
CF,"CF Industries Holdings, Inc.",12.605179,3.081,2.7,13206931456,Basic Materials,Agricultural Inputs
CGAU,Centerra Gold Inc.,10.474576,3.601,5.13,1300784896,Basic Materials,Gold
CHCT,Community Healthcare Trust Inco,46.95,5.373,4.0,532213952,Real Estate,REIT - Healthcare Facilities
CHD,"Church & Dwight Company, Inc.",28.238605,1.703,3.1,25908021248,Consumer Defensive,Household & Personal Products
CHE,Chemed Corp,21.946163,1.852,3.1,8184095232,Healthcare,Medical Care Facilities
CHGG,"Chegg, Inc.",1.5376344,0.91,3.84,149159008,Consumer Defensive,Education & Training Services
CHH,"Choice Hotels International, In",21.457916,0.733,17.33,7028840960,Consumer Cyclical,Lodging
CHMI,Cherry Hill Mortgage Investment,4.229885,0.08,1.3,118572544,Real Estate,REIT - Mortgage
CHPT,"ChargePoint Holdings, Inc.",-4.0005264,1.938,5.35,336223392,Consumer Cyclical,Specialty Retail
CHT,"Chunghwa Telecom Co., Ltd.",25.509804,1.416,6.7,30277326848,Communication Services,Telecom Services
CHWY,"Chewy, Inc.",58.53333,0.741,2.38,14300652544,Consumer Cyclical,Internet Retail
CI,The Cigna Group,9.572477,0.843,2.23,82084675584,Healthcare,Healthcare Plans
CIA,"Citizens, Inc.",12.046511,0.728,41.25,258516176,Financial Services,Insurance - Life
CIEN,Ciena Corporation,30.911764,3.545,1.83,11989135360,Technology,Communication Equipment
CIG,Comp En De Mn Cemig,13.857143,1.043,0.75,6311809536,Utilities,Utilities - Diversified
CIM,Chimera Investment Corporation,7.9537573,2.602,2.07,1113495040,Real Estate,REIT - Mortgage
CINT,CI&T Inc,23.03125,1.578,0.93,992694784,Technology,Software - Infrastructure
CIO,"City Office REIT, Inc.",-10.468085,2.863,1.61,197558176,Real Estate,REIT - Office
CION,CION Investment Corporation,8.606896,5.085,1.01,665008000,Financial Services,Asset Management
CIVI,"Civitas Resources, Inc.",5.4209943,0.454,4.93,4734981632,Energy,Oil & Gas E&P
CL,Colgate-Palmolive Company,23.178757,0.923,1.82,72608129024,Consumer Defensive,Household & Personal Products
CLB,Core Laboratories Inc.,16.469387,2.322,20.79,755784512,Energy,Oil & Gas Equipment & Services
CLCO,Cool Company Ltd.,3.7692306,0.435,3.76,399155712,Energy,Oil & Gas Midstream
CLDT,Chatham Lodging Trust (REIT),-67.58333,0.56,1.99,409545248,Real Estate,REIT - Hotel & Motel
CLF,Cleveland-Cliffs Inc.,29.102566,1.852,3.31,5606264832,Basic Materials,Steel
CLH,"Clean Harbors, Inc.",26.266264,2.207,1.54,11741320192,Industrials,Waste Management
CLPR,Clipper Realty Inc.,11.15,2.817,5.97,189388992,Real Estate,REIT - Residential
CLS,"Celestica, Inc.",26.797754,1.493,0.63,13900137472,Technology,Electronic Components
CLVT,Clarivate Plc,6.5405407,0.868,10.82,3347528192,Technology,Information Technology Services
CLW,Clearwater Paper Corporation,22.561981,1.702,1.28,452298208,Basic Materials,Paper & Paper Products
CLX,Clorox Company (The),21.570644,0.943,3.65,19371626496,Consumer Defensive,Household & Personal Products
CMBT,CMB.TECH NV,7.7209306,1.289,3.68,1934401280,Energy,Oil & Gas Midstream
CMC,Commercial Metals Company,10.59149,2.761,3.05,5657098752,Basic Materials,Steel
CMCM,Cheetah Mobile Inc.,31.944443,1.261,0.07,171829552,Communication Services,Internet Content & Information
CMG,"Chipotle Mexican Grill, Inc.",39.32061,1.523,2.46,69813559296,Consumer Cyclical,Restaurants
CMI,Cummins Inc.,16.293074,1.313,1.76,50444525568,Industrials,Specialty Industrial Machinery
CMP,Compass Minerals Intl Inc,22.716982,2.72,3.73,499709376,Basic Materials,Other Industrial Metals & Mining
CMRE,Costamare Inc.,3.5612245,1.395,3.54,1255991680,Industrials,Marine Shipping
CMS,CMS Energy Corporation,19.969275,0.792,4.45,21360855040,Utilities,Utilities - Regulated Electric
CMTG,"Claros Mortgage Trust, Inc.",5.9591837,21.872,7.85,406940000,Real Estate,REIT - Mortgage
CNA,CNA Financial Corporation,9.339659,0.372,4.87,13331828736,Financial Services,Insurance - Property & Casualty
CNC,Centene Corporation,8.193182,1.109,1.67,28611817472,Healthcare,Healthcare Plans
CNF,CNFinance Holdings Limited,37.33667,10.178,1.96,76818920,Financial Services,Mortgage Finance
CNI,Canadian National Railway Compa,17.536257,0.659,1.23,65464508416,Industrials,Railroads
CNK,Cinemark Holdings Inc Cinemark ,14.222798,1.013,13.01,3357244928,Communication Services,Entertainment
CNM,"Core & Main, Inc.",20.804081,2.137,8.41,10126362624,Industrials,Industrial Distribution
CNMD,CONMED Corporation,12.630165,2.301,6.57,1889454976,Healthcare,Medical Devices
CNNE,"Cannae Holdings, Inc.",-26.219177,2.551,2.92,1200837760,Consumer Cyclical,Restaurants
CNO,"CNO Financial Group, Inc.",10.639038,25.224,4.93,4043420160,Financial Services,Insurance - Life
CNP,"CenterPoint Energy, Inc (Holdin",19.706898,1.083,5.44,22347788288,Utilities,Utilities - Regulated Electric
CNQ,Canadian Natural Resources Limi,11.571428,0.844,2.58,63588249600,Energy,Oil & Gas E&P
CNR,"Core Natural Resources, Inc.",4.39774,1.515,2.87,4204659712,Energy,Thermal Coal
CNX,CNX Resources Corporation,16.203297,0.33,6.19,4389350400,Energy,Oil & Gas E&P
CODI,D/B/A Compass Diversified Holdi,8.421052,4.221,2.84,1573567872,Industrials,Conglomerates
COHR,Coherent Corp.,18.954128,2.671,1.5,12806473728,Technology,Scientific & Technical Instruments
COLD,"Americold Realty Trust, Inc.",48.02174,0.72,5.72,6301548032,Real Estate,REIT - Industrial
COMP,"Compass, Inc.",224.5,0.934,2.46,4954418176,Real Estate,Real Estate Services
CON,Concentra Group Holdings Parent,18.368,1.521,3.31,2923818240,Healthcare,Medical Care Facilities
COOK,"Traeger, Inc.",13.294118,2.093,6.04,295160512,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
COP,ConocoPhillips,12.196763,1.291,2.31,124616900608,Energy,Oil & Gas E&P
COR,"Cencora, Inc.",14.757334,0.917,7.08,46768128000,Healthcare,Medical Distribution
COTY,Coty Inc.,9.209678,0.711,3.22,4979080192,Consumer Defensive,Household & Personal Products
COUR,"Coursera, Inc.",23.617645,2.537,4.61,1271952000,Consumer Defensive,Education & Training Services
CP,Canadian Pacific Kansas City Li,21.502779,0.598,3.07,72511733760,Industrials,Railroads
CPA,"Copa Holdings, S.A.",5.6383104,1.105,5.51,3902376960,Industrials,Airlines
CPAC,Cementos Pacasmayo S.A.A.,41.202858,1.296,0.28,489008608,Basic Materials,Building Materials
CPAY,"Corpay, Inc.",16.403967,0.997,3.21,25363650560,Technology,Software - Infrastructure
CPK,Chesapeake Utilities Corporatio,19.88,0.383,4.41,2816474112,Utilities,Utilities - Regulated Gas
CPNG,"Coupang, Inc.",52.80851,1.125,2.45,44647706624,Consumer Cyclical,Internet Retail
CPRI,Capri Holdings Limited,9.770641,1.213,2.31,2511482880,Consumer Cyclical,Luxury Goods
CPS,Cooper-Standard Holdings Inc.,19.613333,1.396,6.83,254872816,Consumer Cyclical,Auto Parts
CPT,Camden Property Trust,74.00617,0.101,1.75,12799096832,Real Estate,REIT - Residential
CQP,"Cheniere Energy Partners, LP",14.430232,0.774,5.35,30035177472,Energy,Oil & Gas Midstream
CR,Crane Company,28.018677,2.653,1.64,9445013504,Industrials,Specialty Industrial Machinery
CRBG,Corebridge Financial Inc.,5.818506,1.02,2.89,18181070848,Financial Services,Asset Management
CRC,California Resources Corporatio,10.569196,0.972,5.16,4326511616,Energy,Oil & Gas E&P
CRGY,Crescent Energy Company,7.8784533,0.93,9.4,3685825024,Energy,Oil & Gas Integrated
CRH,CRH PLC,16.530478,1.391,3.71,67863855104,Basic Materials,Building Materials
CRI,"Carter's, Inc.",10.389221,2.213,5.99,1875819520,Consumer Cyclical,Apparel Retail
CRK,"Comstock Resources, Inc.",44.409092,0.463,7.98,5710779904,Energy,Oil & Gas E&P
CRL,Charles River Laboratories Inte,15.857978,1.411,2.19,8337103872,Healthcare,Diagnostics & Research
CRM,"Salesforce, Inc.",27.83468,1.106,1.59,296478572544,Technology,Software - Application
CRS,Carpenter Technology Corporatio,24.92848,3.796,3.76,9749467136,Industrials,Metal Fabrication
CSAN,Cosan S.A.,20.56,1.858,1.42,2425884416,Energy,Oil & Gas Refining & Marketing
CSL,Carlisle Companies Incorporated,14.665791,2.893,3.43,14918943744,Industrials,Building Products & Equipment
CSR,D/B/A Centerspace,-168.6842,0.478,2.77,1134993024,Real Estate,REIT - Residential
CSTM,Constellium SE,7.1438355,1.268,2.05,1525554432,Basic Materials,Aluminum
CSV,"Carriage Services, Inc.",14.981618,0.725,1.39,620341312,Consumer Cyclical,Personal Services
CTO,"CTO Realty Growth, Inc.",172.81819,0.722,6.21,605327808,Real Estate,REIT - Diversified
CTOS,"Custom Truck One Source, Inc.",154.0,1.285,4.48,1040835136,Industrials,Rental & Leasing Services
CTRA,Coterra Energy Inc.,12.077253,1.606,2.82,20723562496,Energy,Oil & Gas E&P
CTRE,"CareTrust REIT, Inc.",18.74436,3.512,3.49,4678413824,Real Estate,REIT - Healthcare Facilities
CTRI,"Centuri Holdings, Inc.",26.614285,1.643,7.96,1649081088,Utilities,Utilities - Regulated Gas
CTS,CTS Corporation,19.324896,2.504,2.76,1379289856,Technology,Electronic Components
CTVA,"Corteva, Inc.",19.551401,1.454,3.48,43025489920,Basic Materials,Agricultural Inputs
CUBE,CubeSmart,23.488766,0.286,2.41,9506966528,Real Estate,REIT - Industrial
CUK,Carnival Plc,12.529762,0.291,2.11,28542324736,Consumer Cyclical,Travel Services
CULP,"Culp, Inc.",16.64516,1.794,0.73,64804956,Consumer Cyclical,Textile Manufacturing
CURB,Curbline Properties Corp.,55.36364,25.345,3.41,2558871808,Real Estate,REIT - Retail
CURV,Torrid Holdings Inc.,20.758621,0.887,6.66,630637120,Consumer Cyclical,Apparel Retail
CUZ,Cousins Properties Incorporated,120.36,0.205,2.7,5045641216,Real Estate,REIT - Office
CVE,Cenovus Energy Inc,9.412904,1.417,1.38,26662787072,Energy,Oil & Gas Integrated
CVEO,Civeo Corporation (Canada),50.57407,1.362,0.98,376135168,Consumer Cyclical,Lodging
CVI,CVR Energy Inc.,96.90477,1.661,4.17,2045805952,Energy,Oil & Gas Refining & Marketing
CVNA,Carvana Co.,95.02128,3.639,2.56,26114265088,Consumer Cyclical,Auto & Truck Dealerships
CVS,CVS Health Corporation,9.796296,0.811,1.6,80035586048,Healthcare,Healthcare Plans
CW,Curtiss-Wright Corporation,26.728657,1.688,1.24,11907713024,Industrials,Aerospace & Defense
CWAN,"Clearwater Analytics Holdings, ",58.981136,4.992,4.05,7771361280,Technology,Software - Application
CWH,"Camping World Holdings, Inc.",21.1875,1.232,5.79,1222956800,Consumer Cyclical,Auto & Truck Dealerships
CWK,Cushman & Wakefield plc,9.864408,1.155,10.89,2674022400,Real Estate,Real Estate Services
CWT,California Water Service Group,19.900002,0.636,2.12,2722093056,Utilities,Utilities - Regulated Water
CX,"Cemex, S.A.B. de C.V. Sponsored",8.945206,0.823,1.57,9647488000,Basic Materials,Building Materials
CXM,"Sprinklr, Inc.",21.119047,1.742,7.12,2256377344,Technology,Software - Application
CXT,"Crane NXT, Co.",13.179138,1.142,10.39,3326573568,Industrials,Specialty Industrial Machinery
CXW,"CoreCivic, Inc.",21.452383,1.574,2.75,1979695232,Industrials,Security & Protection Services
CYH,"Community Health Systems, Inc.",10.028571,1.408,6.61,487619744,Healthcare,Medical Care Facilities
DAC,Danaos Corporation,3.081848,3.971,4.9,1637917184,Industrials,Marine Shipping
DAL,"Delta Air Lines, Inc.",8.5470085,0.369,2.99,38757720064,Industrials,Airlines
DAN,Dana Incorporated,13.427351,1.446,3.06,2278531072,Consumer Cyclical,Auto Parts
DAO,"Youdao, Inc.",60.352943,0.505,3.16,1226264960,Consumer Defensive,Education & Training Services
DAVA,Endava plc,12.631068,1.883,3.78,1547003520,Technology,Software - Infrastructure
DAY,"Dayforce, Inc.",29.253393,1.126,5.35,10279350272,Technology,Software - Application
DBD,Diebold Nixdorf Incorporated,9.008114,1.317,8.92,1668781184,Technology,Software - Application
DBI,Designer Brands Inc.,6.3733335,1.411,4.21,229096800,Consumer Cyclical,Footwear & Accessories
DBRG,"DigitalBridge Group, Inc.",30.4,0.628,6.1,2267584768,Financial Services,Asset Management
DCI,"Donaldson Company, Inc.",17.240602,1.848,3.7,8215245824,Industrials,Specialty Industrial Machinery
DCO,Ducommun Incorporated,15.014706,3.21,1.76,905379904,Industrials,Aerospace & Defense
DD,"DuPont de Nemours, Inc.",18.59909,1.326,1.68,34133700608,Basic Materials,Specialty Chemicals
DDD,3D Systems Corporation,-27.333332,3.311,2.01,556041984,Technology,Computer Hardware
DDL,Dingdong (Cayman) Limited,14.84,0.996,2.87,805018048,Consumer Defensive,Grocery Stores
DDS,"Dillard's, Inc.",18.458302,2.379,8.06,7673776640,Consumer Cyclical,Department Stores
DE,Deere & Company,22.101038,2.184,3.96,133446549504,Industrials,Farm & Heavy Construction Machinery
DEA,"Easterly Government Properties,",41.5,0.675,4.79,1149911936,Real Estate,REIT - Office
DEC,Diversified Energy Company plc,25.962963,0.439,4.35,735730368,Energy,Oil & Gas E&P
DECK,Deckers Outdoor Corporation,23.045599,3.17,1.45,22245517312,Consumer Cyclical,Footwear & Accessories
DEI,"Douglas Emmett, Inc.",-84.789474,1.276,10.98,3195096320,Real Estate,REIT - Office
DELL,Dell Technologies Inc.,12.510638,0.768,1.82,82050113536,Technology,Computer Hardware
DEO,Diageo plc,15.392757,1.601,1.09,61398605824,Consumer Defensive,Beverages - Wineries & Distilleries
DESP,"Despegar.com, Corp.",18.538464,0.835,0.43,1612074112,Consumer Cyclical,Travel Services
DFH,"Dream Finders Homes, Inc.",6.342262,8.066,14.31,1991977728,Consumer Cyclical,Residential Construction
DFIN,"Donnelley Financial Solutions, ",11.948276,1.037,6.77,1387827456,Technology,Software - Application
DFS,Discover Financial Services,15.314421,1.246,2.33,48896720896,Financial Services,Credit Services
DG,Dollar General Corporation,12.329583,1.15,3.62,16866125824,Consumer Defensive,Discount Stores
DGX,Quest Diagnostics Incorporated,17.647541,1.103,2.52,19114852352,Healthcare,Diagnostics & Research
DHI,"D.R. Horton, Inc.",7.908349,6.766,2.13,40418037760,Consumer Cyclical,Residential Construction
DHR,Danaher Corporation,25.08711,1.397,1.48,150253486080,Healthcare,Diagnostics & Research
DHT,"DHT Holdings, Inc.",6.452381,1.842,3.16,1734215808,Energy,Oil & Gas Midstream
DHX,"DHI Group, Inc.",26.199999,0.473,1.03,128176424,Technology,Software - Application
DIN,"Dine Brands Global, Inc. Common",4.3367004,0.857,3.3,392749856,Consumer Cyclical,Restaurants
DIS,Walt Disney Company (The),21.09903,0.679,2.44,196434460672,Communication Services,Entertainment
DK,"Delek US Holdings, Inc.",-6.912863,1.04,9.01,1074569984,Energy,Oil & Gas Refining & Marketing
DKL,"Delek Logistics Partners, L.P.",16.886078,1.235,8.27,2147765248,Energy,Oil & Gas Refining & Marketing
DKS,Dick's Sporting Goods Inc,15.157895,1.72,4.32,18302453760,Consumer Cyclical,Specialty Retail
DLB,Dolby Laboratories,21.409449,2.91,1.53,7861480448,Industrials,Specialty Business Services
DLR,"Digital Realty Trust, Inc.",136.66115,1.378,2.5,56680779776,Real Estate,REIT - Specialty
DLX,Deluxe Corporation,5.053413,0.978,11.14,753955584,Industrials,Conglomerates
DM,"Desktop Metal, Inc.",-3.3787878,2.344,8.8,74351320,Technology,Computer Hardware
DNA,"Ginkgo Bioworks Holdings, Inc.",-1.3575909,5.79,6.03,621921664,Healthcare,Biotechnology
DNB,"Dun & Bradstreet Holdings, Inc.",8.495496,0.646,6.8,4163826176,Financial Services,Financial Data & Stock Exchanges
DNOW,DNOW Inc.,20.750002,2.326,1.79,1842124416,Industrials,Industrial Distribution
DOC,"Healthpeak Properties, Inc.",78.96,2.682,2.87,13809432576,Real Estate,REIT - Healthcare Facilities
DOCN,"DigitalOcean Holdings, Inc.",21.243242,3.136,6.79,3626694400,Technology,Software - Infrastructure
DOCS,"Doximity, Inc.",60.815125,8.739,4.13,13579289600,Healthcare,Health Information Services
DOLE,Dole plc,9.605635,1.236,2.7,1295963776,Consumer Defensive,Farm Products
DOUG,Douglas Elliman Inc.,21.666666,2.292,0.71,173875648,Real Estate,Real Estate Services
DOV,Dover Corporation,21.31137,2.042,1.83,27519098880,Industrials,Specialty Industrial Machinery
DOW,Dow Inc.,12.70418,1.613,2.04,27808401408,Basic Materials,Chemicals
DQ,DAQO New Energy Corp.,-17.015625,4.606,5.63,1432252800,Technology,Semiconductor Equipment & Materials
DRD,DRDGOLD Limited,16.279411,2.345,7.77,980927040,Basic Materials,Gold
DRH,Diamondrock Hospitality Company,17.489363,1.655,11.24,1715736064,Real Estate,REIT - Hotel & Motel
DRI,"Darden Restaurants, Inc.",18.107008,0.366,4.62,22399678464,Consumer Cyclical,Restaurants
DT,"Dynatrace, Inc.",39.920002,1.502,1.23,17925079040,Technology,Software - Application
DTC,"Solo Brands, Inc.",2.4411764,1.572,9.61,48623308,Consumer Cyclical,Internet Retail
DTE,DTE Energy Company,18.306519,0.706,3.03,27353872384,Utilities,Utilities - Regulated Electric
DTM,"DT Midstream, Inc.",22.390907,0.95,3.12,9982538752,Energy,Oil & Gas Midstream
DUK,Duke Energy Corporation (Holdin,18.225552,0.669,2.81,89666805760,Utilities,Utilities - Regulated Electric
DV,"DoubleVerify Holdings, Inc.",47.130436,6.571,5.39,3634977024,Technology,Software - Application
DVA,DaVita Inc.,12.635314,1.26,8.39,11392000000,Healthcare,Medical Care Facilities
DVN,Devon Energy Corporation,8.405829,1.036,1.97,24314290176,Energy,Oil & Gas E&P
DX,"Dynex Capital, Inc.",25.563637,0.1,2.84,1187954688,Real Estate,REIT - Mortgage
DXC,DXC Technology Company,6.0,1.34,7.68,3541318144,Technology,Information Technology Services
DY,"Dycom Industries, Inc.",18.360813,3.117,5.1,5003375104,Industrials,Engineering & Construction
E,ENI S.p.A.,8.549999,1.302,2.54,44788731904,Energy,Oil & Gas Integrated
EAF,GrafTech International Ltd.,-4.464286,4.551,10.06,321580000,Industrials,Electrical Equipment & Parts
EARN,Ellington Credit Company,5.525424,0.238,1.56,190231424,Financial Services,Asset Management
EAT,"Brinker International, Inc.",23.366129,0.327,3.42,6433227264,Consumer Cyclical,Restaurants
EB,"Eventbrite, Inc.",-54.166668,1.561,4.09,314862912,Technology,Software - Application
EBF,"Ennis, Inc.",14.758865,4.716,5.36,541322176,Industrials,Business Equipment & Supplies
EBR,Centrais Electricas Brasileiras,9.152778,2.058,1.36,14999828480,Utilities,Utilities - Renewable
EBS,Emergent BioSolutions Inc.,2.5785954,2.877,6.67,417760192,Healthcare,Drug Manufacturers - Specialty & Generic
EC,Ecopetrol S.A.,5.9261365,1.675,5.76,22208913408,Energy,Oil & Gas Integrated
ECC,Eagle Point Credit Company Inc.,6.7099237,1.71,0.91,983029632,Financial Services,Asset Management
ECG,"Everus Construction Group, Inc.",15.515584,1.787,2.33,2220728064,Industrials,Engineering & Construction
ECL,Ecolab Inc.,35.292,1.257,2.08,74906476544,Basic Materials,Specialty Chemicals
ECO,Okeanis Eco Tankers Corp.,7.083871,1.636,0.85,723915776,Industrials,Marine Shipping
ECVT,Ecovyst Inc.,9.759037,2.536,4.3,943731072,Basic Materials,Specialty Chemicals
ED,"Consolidated Edison, Inc.",17.483986,1.036,6.48,34067920896,Utilities,Utilities - Regulated Electric
EDN,Empresa Distribuidora Y Comerci,29.645159,0.82,0.93,1910817792,Utilities,Utilities - Regulated Electric
EDR,"Endeavor Group Holdings, Inc.",13.085107,0.635,1.88,9476412416,Communication Services,Entertainment
EDU,New Oriental Education & Techno,12.118054,1.714,4.04,8695177216,Consumer Defensive,Education & Training Services
EE,"Excelerate Energy, Inc.",22.68,4.123,4.36,3013151488,Energy,Oil & Gas Midstream
EEX,"Emerald Holding, Inc.",35.25,1.267,11.31,858622336,Communication Services,Advertising Agencies
EFC,Ellington Financial Inc.,8.1875,5.959,6.22,1187668224,Real Estate,REIT - Mortgage
EFR,Eaton Vance Senior Floating-Rat,129.3,0.121,2.32,379352000,Financial Services,Asset Management
EFX,"Equifax, Inc.",25.295431,0.751,2.56,29521432576,Industrials,Consulting Services
EFXT,Enerflex Ltd,13.800001,1.189,4.64,1117374976,Energy,Oil & Gas Equipment & Services
EG,"Everest Group, Ltd.",5.0720625,0.442,1.97,14489805824,Financial Services,Insurance - Reinsurance
EGO,Eldorado Gold Corporation,7.533708,3.596,5.31,2755486720,Basic Materials,Gold
EGP,"EastGroup Properties, Inc.",37.232365,0.526,3.0,9336227840,Real Estate,REIT - Industrial
EGY,"VAALCO Energy, Inc.",7.5,1.344,4.4,457163232,Energy,Oil & Gas E&P
EHAB,"Enhabit, Inc.",29.07143,1.457,4.64,409312576,Healthcare,Medical Care Facilities
EHC,Encompass Health Corporation,20.403765,1.055,2.46,9826147328,Healthcare,Medical Care Facilities
EIC,Eagle Point Income Company Inc.,8.16923,2.227,0.22,295678336,Financial Services,Asset Management
EIG,Employers Holdings Inc,13.158603,1.698,3.98,1202050432,Financial Services,Insurance - Specialty
EIX,Edison International,9.152632,0.875,1.26,20197615616,Utilities,Utilities - Regulated Electric
EL,"Estee Lauder Companies, Inc. (T",26.592594,1.371,2.44,25827538944,Consumer Defensive,Household & Personal Products
ELAN,Elanco Animal Health Incorporat,11.723405,2.548,3.63,5447770112,Healthcare,Drug Manufacturers - Specialty & Generic
ELF,"e.l.f. Beauty, Inc.",17.38283,1.902,3.4,4225382912,Consumer Defensive,Household & Personal Products
ELME,Elme Communities,-155.27272,0.889,5.05,1503540352,Real Estate,REIT - Residential
ELP,Companhia Paranaense de Energia,9.7260275,1.445,2.67,5056023552,Utilities,Utilities - Diversified
ELS,"Equity Lifestyle Properties, In",33.698982,0.284,2.35,13220569088,Real Estate,REIT - Residential
ELV,"Elevance Health, Inc.",11.018598,1.455,1.58,87553253376,Healthcare,Healthcare Plans
EME,"EMCOR Group, Inc.",18.12416,1.275,1.49,18600949760,Industrials,Engineering & Construction
EMN,Eastman Chemical Company,11.347127,1.514,2.63,11369384960,Basic Materials,Specialty Chemicals
EMR,Emerson Electric Company,19.280062,1.543,4.26,68711219200,Industrials,Specialty Industrial Machinery
ENB,Enbridge Inc,19.523363,0.553,10.96,91379130368,Energy,Oil & Gas Midstream
ENFN,"Enfusion, Inc.",39.655174,3.625,0.85,1089849344,Technology,Software - Application
ENIC,Enel Chile S.A.,0.015289967,1.156,2.16,4675655680,Utilities,Utilities - Regulated Electric
ENOV,Enovis Corporation,13.515822,2.269,4.12,2428456448,Industrials,Specialty Industrial Machinery
ENR,"Energizer Holdings, Inc.",8.745043,1.795,4.68,2228564224,Industrials,Electrical Equipment & Parts
ENS,EnerSys,10.702306,3.059,2.68,4025649664,Industrials,Electrical Equipment & Parts
ENVA,"Enova International, Inc.",9.461327,18.965,9.49,2650292480,Financial Services,Credit Services
ENZ,"Enzo Biochem, Inc.",-1.3241025,2.55,2.56,26978852,Healthcare,Diagnostics & Research
EOG,"EOG Resources, Inc.",12.03255,2.307,3.86,74850844672,Energy,Oil & Gas E&P
EPAC,Enerpac Tool Group Corp.,22.394089,2.916,2.62,2473032960,Industrials,Specialty Industrial Machinery
EPAM,"EPAM Systems, Inc.",18.663092,2.955,1.54,11876521984,Technology,Information Technology Services
EPC,Edgewell Personal Care Company,8.836206,2.059,4.42,1483032576,Consumer Defensive,Household & Personal Products
EPR,EPR Properties,18.444029,1.292,4.46,3743408384,Real Estate,REIT - Specialty
EPRT,Essential Properties Realty Tru,25.102362,2.378,11.06,6001250304,Real Estate,REIT - Retail
EQC,Equity,-17.4,87.139,2.19,187147440,Real Estate,REIT - Office
EQH,"Equitable Holdings, Inc.",7.1051173,26.53,2.0,15919562752,Financial Services,Asset Management
EQNR,Equinor ASA,8.097561,1.476,4.13,63220932608,Energy,Oil & Gas Integrated
EQR,Equity Residential,42.343193,0.12,3.43,28006363136,Real Estate,REIT - Residential
EQT,EQT Corporation,19.936508,0.697,1.98,30015438848,Energy,Oil & Gas E&P
ERJ,Embraer S.A.,20.019419,1.559,2.65,7859395584,Industrials,Aerospace & Defense
ERO,Ero Copper Corp.,142.33333,0.676,11.73,1324771840,Basic Materials,Copper
ES,Eversource Energy (D/B/A),13.257321,0.755,1.62,23243163648,Utilities,Utilities - Regulated Electric
ESAB,ESAB Corporation,22.332714,1.817,3.08,7272679424,Industrials,Metal Fabrication
ESE,ESCO Technologies Inc.,33.721413,2.042,1.78,4185733120,Technology,Scientific & Technical Instruments
ESI,Element Solutions Inc.,16.358025,3.345,1.28,6424977920,Basic Materials,Specialty Chemicals
ESNT,Essent Group Ltd.,8.093659,3.935,2.32,5832411648,Financial Services,Insurance - Specialty
ESRT,"Empire State Realty Trust, Inc.",50.88235,6.394,3.18,2488059904,Real Estate,REIT - Diversified
ESS,"Essex Property Trust, Inc.",48.960133,0.525,2.19,20320671744,Real Estate,REIT - Residential
ESTC,Elastic N.V.,57.5027,1.993,2.15,11024371712,Technology,Software - Application
ET,Energy Transfer LP,12.272151,1.122,1.58,66531160064,Energy,Oil & Gas Midstream
ETD,Ethan Allen Interiors Inc.,11.317461,2.107,9.7,725263616,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
ETN,"Eaton Corporation, PLC",24.678007,1.502,1.34,117520621568,Industrials,Specialty Industrial Machinery
ETR,Entergy Corporation,10.99354,0.719,1.88,36623839232,Utilities,Utilities - Regulated Electric
ETWO,"E2open Parent Holdings, Inc.",11.142858,1.683,7.24,723869568,Technology,Software - Application
EVC,Entravision Communications Corp,-11.578948,2.704,2.99,197971632,Communication Services,Advertising Agencies
