Symbol,shortName,forwardPE,currentRatio,shortRatio,marketCap,sector,industry,sentiment,confidence
MTN,"Vail Resorts, Inc.",19.399284,0.615,3.3,6046924288,Consumer Cyclical,Resorts & Casinos,neutral,0.4241849184036255
MTRN,Materion Corporation,15.918875,2.842,2.74,2001294976,Basic Materials,Other Industrial Metals & Mining,neutral,0.4241849184036255
MTUS,Metallus Inc.,13.046154,2.029,5.32,712715136,Basic Materials,Steel,neutral,0.4241849184036255
MTW,"Manitowoc Company, Inc. (The)",15.923078,1.901,4.33,440208288,Industrials,Farm & Heavy Construction Machinery,neutral,0.4241849184036255
MTX,Minerals Technologies Inc.,8.70044,1.894,2.65,1880132864,Basic Materials,Specialty Chemicals,neutral,0.4241849184036255
MTZ,"MasTec, Inc.",31.649445,1.218,1.47,13534986240,Industrials,Engineering & Construction,neutral,0.4241849184036255
MUR,Murphy Oil Corporation,6.384473,0.765,8.49,3544437504,Energy,Oil & Gas E&P,neutral,0.4241849184036255
MUSA,Murphy USA Inc.,16.15069,0.803,3.04,8556772864,Consumer Cyclical,Specialty Retail,neutral,0.4241849184036255
MUX,McEwen Inc.,-94.625,2.351,6.77,613030336,Basic Materials,Other Precious Metals & Mining,neutral,0.4241849184036255
MWA,MUELLER WATER PRODUCTS,18.753847,3.785,4.17,3819809536,Industrials,Specialty Industrial Machinery,neutral,0.4241849184036255
MX,Magnachip Semiconductor Corpora,0.82313573,4.509,1.29,155253792,Technology,Semiconductors,neutral,0.4241849184036255
MYE,"Myers Industries, Inc.",12.628205,1.778,2.39,552323456,Consumer Cyclical,Packaging & Containers,neutral,0.4241849184036255
NABL,"N-able, Inc.",17.393618,1.196,2.3,1545565568,Technology,Information Technology Services,neutral,0.4241849184036255
NAT,Nordic American Tankers Limited,4.830357,1.54,5.94,572786432,Energy,Oil & Gas Midstream,neutral,0.4241849184036255
NATL,NCR Atleos Corporation,6.597561,1.026,8.02,1986938880,Technology,Software - Application,neutral,0.4241849184036255
NBR,Nabors Industries Ltd.,-24.23077,1.796,4.1,494537408,Energy,Oil & Gas Drilling,neutral,0.4241849184036255
NCLH,Norwegian Cruise Line Holdings ,11.074163,0.188,2.0,10341348352,Consumer Cyclical,Travel Services,neutral,0.4241849184036255
NE,Noble Corporation plc A,8.188822,1.569,5.01,4303813120,Energy,Oil & Gas Drilling,neutral,0.4241849184036255
NEE,"NextEra Energy, Inc.",20.839674,0.553,2.52,157876338688,Utilities,Utilities - Regulated Electric,neutral,0.4241849184036255
NEM,Newmont Corporation,15.951697,1.979,1.99,67998732288,Basic Materials,Gold,neutral,0.4241849184036255
NET,"Cloudflare, Inc.",223.94185,3.196,2.69,66753613824,Technology,Software - Infrastructure,neutral,0.4241849184036255
NEU,NewMarket Corp,28.037567,2.836,1.27,6829924864,Basic Materials,Specialty Chemicals,neutral,0.4241849184036255
NEUE,"NeueHealth, Inc.",-0.5766443,0.741,1.85,61365852,Healthcare,Healthcare Plans,neutral,0.4241849184036255
NEXA,Nexa Resources S.A.,5.6551723,0.989,0.76,651599872,Basic Materials,Other Industrial Metals & Mining,neutral,0.4241849184036255
NFG,National Fuel Gas Company,10.05074,0.472,5.38,7964076544,Energy,Oil & Gas Integrated,neutral,0.4241849184036255
NGG,"National Grid Transco, PLC Nati",15.120905,1.349,1.29,72916975616,Utilities,Utilities - Regulated Electric,neutral,0.4241849184036255
NGL,NGL ENERGY PARTNERS LP,5.1352935,1.301,6.75,576236736,Energy,Oil & Gas Midstream,neutral,0.4241849184036255
NGS,"Natural Gas Services Group, Inc",17.911503,2.101,3.06,298491040,Energy,Oil & Gas Equipment & Services,neutral,0.4241849184036255
NGVC,Natural Grocers by Vitamin Cott,49.14634,0.973,2.81,924901120,Consumer Defensive,Grocery Stores,neutral,0.4241849184036255
NGVT,Ingevity Corporation,11.3950615,2.003,5.47,1682855168,Basic Materials,Specialty Chemicals,neutral,0.4241849184036255
NHI,"National Health Investors, Inc.",22.558916,0.619,9.17,3307548160,Real Estate,REIT - Healthcare Facilities,neutral,0.4241849184036255
NI,NiSource Inc,22.532257,0.515,3.15,19727163392,Utilities,Utilities - Regulated Gas,neutral,0.4241849184036255
NINE,"Nine Energy Service, Inc.",-0.99986666,2.029,0.85,31757214,Energy,Oil & Gas Equipment & Services,neutral,0.4241849184036255
NIO,NIO Inc.,-5.735294,0.837,5.83,10710082560,Consumer Cyclical,Auto Manufacturers,neutral,0.4241849184036255
NJR,NewJersey Resources Corporation,16.224913,0.927,3.92,4706443264,Utilities,Utilities - Regulated Gas,neutral,0.4241849184036255
NKE,"Nike, Inc.",23.0248,2.211,2.66,109837197312,Consumer Cyclical,Footwear & Accessories,neutral,0.4241849184036255
NL,"NL Industries, Inc.",7.6909304,5.806,2.88,323088448,Industrials,Security & Protection Services,neutral,0.4241849184036255
NLY,Annaly Capital Management Inc.,7.3050914,0.461,1.43,12155633664,Real Estate,REIT - Mortgage,neutral,0.4241849184036255
NMG,Nouveau Monde Graphite Inc.,-9.636363,2.289,3.44,322793280,Basic Materials,Other Industrial Metals & Mining,neutral,0.4241849184036255
NMM,Navios Maritime Partners LP,2.2746518,1.009,2.87,1203970560,Industrials,Marine Shipping,neutral,0.4241849184036255
NMR,Nomura Holdings Inc,11.553571,1.514,1.97,19102674944,Financial Services,Capital Markets,neutral,0.4241849184036255
NNI,"Nelnet, Inc.",20.405085,6.784,4.61,4376706048,Financial Services,Credit Services,neutral,0.4241849184036255
NNN,"NNN REIT, Inc.",21.078049,0.627,6.53,8121362944,Real Estate,REIT - Retail,neutral,0.4241849184036255
NOA,North American Construction Gro,4.732308,0.923,10.13,452648768,Energy,Oil & Gas Equipment & Services,neutral,0.4241849184036255
NOAH,Noah Holdings Limited,10.283899,4.811,3.36,802908672,Financial Services,Asset Management,neutral,0.4241849184036255
NOC,Northrop Grumman Corporation,20.015991,0.95,2.69,80836968448,Industrials,Aerospace & Defense,neutral,0.4241849184036255
NOG,"Northern Oil and Gas, Inc.",5.367589,0.924,11.3,2747369728,Energy,Oil & Gas E&P,neutral,0.4241849184036255
NOK,Nokia Corporation Sponsored,13.757143,1.361,2.7,26226294784,Technology,Communication Equipment,neutral,0.4241849184036255
NOMD,Nomad Foods Limited,8.663415,1.062,1.47,2709323520,Consumer Defensive,Packaged Foods,neutral,0.4241849184036255
NOTE,"FiscalNote Holdings, Inc.",-2.220286,1.283,7.4,122950432,Technology,Information Technology Services,neutral,0.4241849184036255
NOV,NOV Inc.,8.298077,2.651,7.94,4863928320,Energy,Oil & Gas Equipment & Services,neutral,0.4241849184036255
NOW,"ServiceNow, Inc.",57.416164,1.123,2.71,198627688448,Technology,Software - Application,neutral,0.4241849184036255
NPK,"National Presto Industries, Inc",119.275856,4.595,3.0,741673216,Industrials,Aerospace & Defense,neutral,0.4241849184036255
NPKI,NPK International Inc.,17.306122,2.604,2.22,716752512,Energy,Oil & Gas Equipment & Services,neutral,0.4241849184036255
NPO,Enpro Inc.,26.616047,2.953,4.14,4222894080,Industrials,Specialty Industrial Machinery,neutral,0.4241849184036255
NPWR,NET Power Inc.,-7.1625,23.301,1.99,228274608,Industrials,Specialty Industrial Machinery,neutral,0.4241849184036255
NRDY,Nerdy Inc.,-4.785714,2.048,10.17,308474688,Technology,Software - Application,neutral,0.4241849184036255
NREF,"NexPoint Real Estate Finance, I",6.8713593,12.123,4.1,322058816,Real Estate,REIT - Mortgage,neutral,0.4241849184036255
NRG,"NRG Energy, Inc.",21.768116,1.062,1.69,29365602304,Utilities,Utilities - Independent Power Producers,neutral,0.4241849184036255
NRGV,"Energy Vault Holdings, Inc.",-4.809524,0.862,18.99,158060960,Utilities,Utilities - Renewable,neutral,0.4241849184036255
NRP,Natural Resource Partners LP Li,33.333332,2.452,9.56,1313810048,Energy,Thermal Coal,neutral,0.4241849184036255
NSA,National Storage Affiliates Tru,37.770588,0.66,3.99,4725695488,Real Estate,REIT - Industrial,neutral,0.4241849184036255
NSC,Norfolk Southern Corporation,20.634388,0.783,2.33,63172788224,Industrials,Railroads,neutral,0.4241849184036255
NSP,"Insperity, Inc.",16.043596,1.128,4.68,2215448320,Industrials,Staffing & Employment Services,neutral,0.4241849184036255
NTR,Nutrien Ltd.,15.806878,1.22,3.26,29163618304,Basic Materials,Agricultural Inputs,neutral,0.4241849184036255
NTST,NetSTREIT Corp.,60.866665,6.974,9.31,1499712128,Real Estate,REIT - Retail,neutral,0.4241849184036255
NUE,Nucor Corporation,15.305555,2.522,2.62,33057388544,Basic Materials,Steel,neutral,0.4241849184036255
NUS,"Nu Skin Enterprises, Inc.",8.317307,2.016,3.22,427422432,Consumer Defensive,Household & Personal Products,neutral,0.4241849184036255
NUVB,Nuvation Bio Inc.,-3.742381,9.012,8.86,802238144,Healthcare,Biotechnology,neutral,0.4241849184036255
NVGS,Navigator Holdings Ltd.,9.090396,1.103,1.2,1114909824,Energy,Oil & Gas Midstream,neutral,0.4241849184036255
NVO,Novo Nordisk A/S,16.339066,0.739,2.65,297405284352,Healthcare,Drug Manufacturers - General,neutral,0.4241849184036255
NVR,"NVR, Inc.",14.969655,5.705,4.78,22674388992,Consumer Cyclical,Residential Construction,neutral,0.4241849184036255
NVRI,Enviri Corporation,53.88235,1.279,9.29,737355200,Industrials,Waste Management,neutral,0.4241849184036255
NVS,Novartis AG,13.726247,0.794,2.92,223947358208,Healthcare,Drug Manufacturers - General,neutral,0.4241849184036255
NVST,Envista Holdings Corporation,17.263159,2.118,4.29,3335504384,Healthcare,Medical Instruments & Supplies,neutral,0.4241849184036255
NVT,nVent Electric plc,23.356466,2.866,4.5,12189649920,Industrials,Electrical Equipment & Parts,neutral,0.4241849184036255
NWN,Northwest Natural Holding Compa,15.085965,1.05,3.26,1733119744,Utilities,Utilities - Regulated Gas,neutral,0.4241849184036255
NX,Quanex Building Products Corpor,8.188842,2.408,4.57,877168640,Industrials,Building Products & Equipment,neutral,0.4241849184036255
NXE,Nexgen Energy Ltd.,-60.954544,0.972,8.7,3822533888,Energy,Uranium,neutral,0.4241849184036255
NXJ,Nuveen New Jersey Qualified Mun,-278.25,0.038,0.56,458922176,Financial Services,Asset Management,neutral,0.4241849184036255
NXRT,"NexPoint Residential Trust, Inc",-35.30102,3.961,2.52,1776062336,Real Estate,REIT - Residential,neutral,0.4241849184036255
NYC,American Strategic Investment C,9.776215,2.223,0.24,36051864,Real Estate,Real Estate Services,neutral,0.4241849184036255
NYT,New York Times Company (The),25.937502,1.445,6.28,8796548096,Communication Services,Publishing,neutral,0.4241849184036255
O,Realty Income Corporation,36.05025,1.282,4.71,51764457472,Real Estate,REIT - Retail,neutral,0.4241849184036255
OBDC,Blue Owl Capital Corporation,8.770588,1.469,2.91,7619725824,Financial Services,Asset Management,neutral,0.4241849184036255
OC,Owens Corning Inc,8.507009,1.443,2.07,11873329152,Industrials,Building Products & Equipment,neutral,0.4241849184036255
OCFT,OneConnect Financial Technology,-43.411766,2.556,1.35,287815584,Technology,Software - Application,neutral,0.4241849184036255
OEC,Orion S.A.,5.4,1.144,1.27,607711680,Basic Materials,Specialty Chemicals,neutral,0.4241849184036255
OGE,OGE Energy Corp,20.137167,0.73,5.43,9162527744,Utilities,Utilities - Regulated Electric,neutral,0.4241849184036255
OGN,Organon & Co.,2.2836878,1.672,3.01,2511174912,Healthcare,Drug Manufacturers - General,neutral,0.4241849184036255
OGS,"ONE Gas, Inc.",18.146986,0.592,7.74,4701648384,Utilities,Utilities - Regulated Gas,neutral,0.4241849184036255
OHI,"Omega Healthcare Investors, Inc",24.634617,0.857,3.76,11436959744,Real Estate,REIT - Healthcare Facilities,neutral,0.4241849184036255
OI,"O-I Glass, Inc.",9.818792,1.238,5.48,2263012352,Consumer Cyclical,Packaging & Containers,neutral,0.4241849184036255
OII,"Oceaneering International, Inc.",11.208555,1.891,6.26,2108471168,Energy,Oil & Gas Equipment & Services,neutral,0.4241849184036255
OIS,"Oil States International, Inc.",17.649332,3.423,2.48,327582912,Energy,Oil & Gas Equipment & Services,neutral,0.4241849184036255
OKE,"ONEOK, Inc.",13.465662,0.666,2.71,50214166528,Energy,Oil & Gas Midstream,neutral,0.4241849184036255
OKLO,Oklo Inc.,-156.58923,36.234,0.51,9000527872,Utilities,Utilities - Regulated Electric,neutral,0.4241849184036255
OLN,Olin Corporation,7.44484,1.564,2.85,2408645120,Basic Materials,Chemicals,neutral,0.4241849184036255
OLO,Olo Inc.,37.537037,7.928,2.87,1712683392,Technology,Software - Application,neutral,0.4241849184036255
OLP,"One Liberty Properties, Inc.",43.611107,0.661,3.06,508545760,Real Estate,REIT - Diversified,neutral,0.4241849184036255
OMC,Omnicom Group Inc.,8.619213,1.006,8.15,14426552320,Communication Services,Advertising Agencies,neutral,0.4241849184036255
OMI,"Owens & Minor, Inc.",4.4032254,1.125,6.59,627469440,Healthcare,Medical Distribution,neutral,0.4241849184036255
ONIT,Onity Group Inc.,5.2507105,1.157,2.3,296034944,Financial Services,Mortgage Finance,neutral,0.4241849184036255
ONL,Orion Properties Inc.,-3.664286,2.579,2.63,144136848,Real Estate,REIT - Office,neutral,0.4241849184036255
ONON,On Holding AG,46.854546,2.798,3.37,16808482816,Consumer Cyclical,Footwear & Accessories,neutral,0.4241849184036255
ONTF,"ON24, Inc.",58.166664,2.532,4.16,222357680,Technology,Software - Application,neutral,0.4241849184036255
ONTO,Onto Innovation Inc.,14.43459,8.421,1.27,4739788800,Technology,Semiconductor Equipment & Materials,neutral,0.4241849184036255
OOMA,"Ooma, Inc.",18.636364,1.163,4.64,338996608,Technology,Software - Application,neutral,0.4241849184036255
OPAD,Offerpad Solutions Inc.,-2.8289473,1.131,36.5,89366040,Real Estate,Real Estate Services,neutral,0.4241849184036255
OPFI,OppFi Inc.,12.494382,16.719,4.93,965302720,Financial Services,Credit Services,neutral,0.4241849184036255
OPY,"Oppenheimer Holdings, Inc.",27.908203,1.255,1.13,751994368,Financial Services,Capital Markets,neutral,0.4241849184036255
OR,OR Royalties Inc.,42.097015,4.985,2.18,5306883584,Basic Materials,Gold,neutral,0.4241849184036255
ORA,"Ormat Technologies, Inc.",40.093334,0.97,7.16,5472373248,Utilities,Utilities - Renewable,neutral,0.4241849184036255
ORC,"Orchid Island Capital, Inc.",33.904762,0.068,1.3,902210816,Real Estate,REIT - Mortgage,neutral,0.4241849184036255
ORCL,Oracle Corporation,33.148045,0.753,1.58,666647658496,Technology,Software - Infrastructure,neutral,0.4241849184036255
ORI,Old Republic International Corp,11.504703,0.237,2.17,9070918656,Financial Services,Insurance - Property & Casualty,neutral,0.4241849184036255
ORN,"Orion Group Holdings, Inc.",28.586208,1.379,3.13,327902656,Industrials,Engineering & Construction,neutral,0.4241849184036255
OSCR,"Oscar Health, Inc.",24.821428,0.91,2.75,3540009984,Healthcare,Healthcare Plans,neutral,0.4241849184036255
OSK,Oshkosh Corporation (Holding Co,11.430305,1.765,2.49,7968758784,Industrials,Farm & Heavy Construction Machinery,neutral,0.4241849184036255
OTF,Blue Owl Technology Finance Cor,10.66899,0.73,0.0,3230088704,Financial Services,Asset Management,neutral,0.4241849184036255
OTIS,Otis Worldwide Corporation,23.816229,0.942,2.64,39384817664,Industrials,Specialty Industrial Machinery,neutral,0.4241849184036255
OUT,OUTFRONT Media Inc.,21.267857,0.606,12.72,2984776960,Real Estate,REIT - Specialty,neutral,0.4241849184036255
OVV,Ovintiv Inc. (DE),6.289137,0.427,1.47,10228916224,Energy,Oil & Gas E&P,neutral,0.4241849184036255
OWL,Blue Owl Capital Inc.,21.408602,2.402,4.92,30820083712,Financial Services,Asset Management,neutral,0.4241849184036255
OWLT,"Owlet, Inc.",-9.363529,1.19,8.62,131520088,Healthcare,Medical Devices,neutral,0.4241849184036255
OXM,"Oxford Industries, Inc.",5.7284765,1.319,5.32,645956032,Consumer Cyclical,Apparel Manufacturing,neutral,0.4241849184036255
OXY,Occidental Petroleum Corporatio,13.735759,1.01,3.56,42716291072,Energy,Oil & Gas E&P,neutral,0.4241849184036255
PAAS,Pan American Silver Corp.,16.13172,2.933,2.45,10877862912,Basic Materials,Gold,neutral,0.4241849184036255
PAC,Grupo Aeroportuario Del Pacific,17.816612,1.175,3.4,11352268800,Industrials,Airports & Air Services,neutral,0.4241849184036255
PACK,Ranpak Holdings Corp,-73.0,1.784,5.4,307450848,Consumer Cyclical,Packaging & Containers,neutral,0.4241849184036255
PACS,"PACS Group, Inc.",6.50838,1.71,7.04,1807823616,Healthcare,Medical Care Facilities,neutral,0.4241849184036255
PAG,"Penske Automotive Group, Inc.",12.067723,0.903,5.58,11842266112,Consumer Cyclical,Auto & Truck Dealerships,neutral,0.4241849184036255
PAGS,PagSeguro Digital Ltd.,6.3164062,1.524,2.15,2414811648,Technology,Software - Infrastructure,neutral,0.4241849184036255
PAM,Pampa Energia S.A.,9.308804,1.824,0.95,3992173824,Utilities,Utilities - Independent Power Producers,neutral,0.4241849184036255
PAR,PAR Technology Corporation,225.61292,2.045,13.65,2832395264,Technology,Software - Application,neutral,0.4241849184036255
PARR,"Par Pacific Holdings, Inc. Comm",13.229839,1.558,3.62,1692303744,Energy,Oil & Gas Refining & Marketing,neutral,0.4241849184036255
PATH,"UiPath, Inc.",28.375,2.947,4.22,6679961600,Technology,Software - Infrastructure,neutral,0.4241849184036255
PAY,"Paymentus Holdings, Inc.",60.0,4.464,0.9,3753959936,Technology,Software - Infrastructure,neutral,0.4241849184036255
PAYC,"Paycom Software, Inc.",26.622133,1.204,4.02,13004182528,Technology,Software - Application,neutral,0.4241849184036255
PBA,Pembina Pipeline Corp.,15.716103,0.636,4.5,21573361664,Energy,Oil & Gas Midstream,neutral,0.4241849184036255
PBF,PBF Energy Inc.,-43.04386,1.29,6.14,2837399040,Energy,Oil & Gas Refining & Marketing,neutral,0.4241849184036255
PBH,Prestige Consumer Healthcare In,16.012598,4.205,5.18,3760451840,Healthcare,Drug Manufacturers - Specialty & Generic,neutral,0.4241849184036255
PBI,Pitney Bowes Inc.,12.585,0.796,5.65,2281068800,Industrials,Integrated Freight & Logistics,neutral,0.4241849184036255
PBR,Petroleo Brasileiro S.A. Petrob,4.151515,0.718,1.23,78442348544,Energy,Oil & Gas Integrated,neutral,0.4241849184036255
PCG,Pacific Gas & Electric Co.,9.239865,0.948,1.07,30053275648,Utilities,Utilities - Regulated Electric,neutral,0.4241849184036255
PCOR,"Procore Technologies, Inc.",60.950413,1.191,10.96,11001212928,Technology,Software - Application,neutral,0.4241849184036255
PD,"PagerDuty, Inc.",18.259258,2.017,5.76,1363253504,Technology,Software - Application,neutral,0.4241849184036255
PDM,"Piedmont Realty Trust, Inc.",-74.2,0.548,2.06,923107392,Real Estate,REIT - Office,neutral,0.4241849184036255
PDS,Precision Drilling Corporation,6.775469,0.914,7.64,683530112,Energy,Oil & Gas Drilling,neutral,0.4241849184036255
PEB,Pebblebrook Hotel Trust,-31.651512,1.642,4.95,1239664768,Real Estate,REIT - Hotel & Motel,neutral,0.4241849184036255
PEG,Public Service Enterprise Group,20.928745,0.825,2.27,42504650752,Utilities,Utilities - Regulated Electric,neutral,0.4241849184036255
PEN,"Penumbra, Inc.",61.116405,6.302,2.82,8946457600,Healthcare,Medical Devices,neutral,0.4241849184036255
PEO,"Adams Natural Resources Fund, I",363.00003,0.966,6.77,572478592,Financial Services,Asset Management,neutral,0.4241849184036255
PERF,Perfect Corp.,51.399998,4.944,0.37,261751920,Technology,Software - Application,neutral,0.4241849184036255
PFE,"Pfizer, Inc.",8.435153,1.258,2.67,140513918976,Healthcare,Drug Manufacturers - General,neutral,0.4241849184036255
PFGC,Performance Food Group Company,17.63055,1.614,4.12,15493594112,Consumer Defensive,Food Distribution,neutral,0.4241849184036255
PFLT,PennantPark Floating Rate Capit,8.52096,3.332,1.42,1056789760,Financial Services,Asset Management,neutral,0.4241849184036255
